24,Woo-Yeong,7,574.562,1978.63,1978.71,1983.55,12,2.83333
0,Ahamada,8,1974.93,1974.93,1974.93,1974.93,2,2
1,Aidonis,8,2000.09,2000.09,2000.09,2000.09,0,0
2,Anton,8,389.159,2012.44,2016.95,2013.93,18,1
3,Badstuber,8,2000.09,2000.09,2000.09,2000.09,0,0
4,Bredlow,8,1996.04,1611.01,1611.01,1611.01,2,0
5,Churlinov,8,2000.09,2000.09,2000.09,2000.09,0,0
6,Coulibaly,8,780.195,1983.52,1984.24,1968.39,11,2.45455
7,Didavi,8,1794.83,1987.8,1988.27,1988.48,1,3
8,Egloff,8,2000.09,2000.09,2000.09,2000.09,0,0
9,Endo,8,285.855,2011.02,2006.57,2011.02,21,2
10,Forster,8,649.125,2016.45,2020.02,2023.28,13,2.92308
11,Fuehrich,8,675.294,1907.13,1915.53,1949.11,12,2.66666
12,Gonzalez,8,1981.76,1981.76,1981.76,1981.76,0,0
13,Grahl,8,2000.09,2000.09,2000.09,2000.09,0,0
14,Ito,8,641.081,2010.74,2001.53,2003.77,11,1.09091
15,Kalajdzic,8,1095.62,2041.04,2042.55,2041.39,8,3
16,Kaminski,8,2002.14,2002.14,2002.14,2002.14,0,0
17,Karazor,8,713.05,2037.66,2058.33,2029.36,11,1.81818
18,Klimovicz,8,1081.54,2003.07,1999.82,2003.94,7,2.85714
19,Mack,8,2000.09,2000.09,2000.09,2000.09,0,0
20,Mangala,8,587.362,2024,2004.92,2028.06,12,2.08333
21,Marmoush,8,695.167,1943.14,1944.72,1941.51,14,3
22,Massimo,8,705.228,1968.33,1965.98,1968.33,12,2
23,Mavropanos,8,321.766,2036.27,2042.93,2040.29,19,1
24,Mola,8,2000.09,2000.09,2000.09,2000.09,0,0
25,Muller,8,2007.18,393.988,393.988,393.988,18,0
26,Nartey,8,1627.37,2011.09,2017.88,2011.09,2,2
27,Sosa,8,437.443,2044.37,2052.44,2052.68,15,1.86667
28,Stenzel,8,1624.33,2004.33,2003.44,2002.19,2,1
29,Thommy,8,1803.62,2001.16,2004.39,2009.16,1,3
30,Tibidi,8,1623.84,1999.81,1998.55,1995.23,2,3
31,Tomas,8,1809.12,2011.01,2014.51,2019.74,1,3
32,Wamangituka,8,1638.03,2017.38,2016.16,2026.05,2,2.5
0,Benes,9,1609.26,1976.24,1969.6,1976.24,3,2
1,Bensebaini,9,802.036,1996.77,2025.02,2031.76,11,1.18182
2,Beyer,9,1196.71,2006.13,2006.06,2004.23,5,1
3,Doucoure,9,1982.47,1982.47,1982.47,1982.47,0,0
4,Elvedi,9,355.228,2011.21,2027.66,2031.35,19,1
5,Embolo,9,585.956,2032.64,2037.7,2038.89,13,3
6,Friedrich,9,394.655,2053.62,2054.76,2049.54,18,1
7,Ginter,9,355.598,2024.41,2035.88,2036.52,19,1
8,Herrmann,9,1473.32,2007.33,2005.35,2000.26,3,3
9,Hofman,9,544.933,2067.11,2050.88,2029.89,14,2.71428
10,Jantschke,9,1459.18,2023.5,2008.95,1999.19,3,1
11,Kone,9,641.503,2006.53,2000.06,2006.53,11,2
12,Kramer,9,1079.38,2007.7,2008.49,2007.7,7,2
13,Kurt,9,1982.47,1982.47,1982.47,1982.47,0,0
14,Lainer,9,655.25,2029.77,2027.88,2038.15,13,1.53846
15,Lang,9,1982.47,1982.47,1982.47,1982.47,0,0
16,Lazaro,9,1841.51,2031.22,2021.8,2031.22,3,2
17,Netz,9,790.622,2010.57,2010.76,1999.92,9,2.11111
18,Neuhaus,9,546.811,2075.22,2053.15,2067.09,15,2.2
19,Plea,9,739.929,2071.14,2064.69,2047.68,11,3
20,Scally,9,585.469,2014.68,2007.78,2007.4,12,1.5
21,Sippel,9,2006.53,2006.53,2006.53,2006.53,1,0
22,Sommer,9,2007.65,287.567,287.567,287.567,20,0
23,Stindl,9,529.237,1999.43,1987.69,2004.52,13,2.53846
24,Thuram,9,1107.06,2046.86,2036.38,2015.25,8,3
25,Traore,9,1982.47,1982.47,1982.47,1982.47,0,0
26,Villalba,9,1982.47,1982.47,1982.47,1982.47,0,0
27,Wendt,9,1978.42,1978.42,1978.42,1978.42,0,0
0,Akpoguma,10,640.122,1997.05,1996.55,1990.57,11,1.45455
1,Baumann,10,2046.44,292.216,292.216,292.216,21,0
2,Baumgartner,10,537.832,2073.08,2093.05,2115.75,14,2.64284
3,Bebou,10,425.416,2019.14,2043.85,2069.31,17,2.82353
4,Beier,10,1976.58,1976.58,1976.58,1976.58,0,0
5,Bikakcic,10,1997.94,1997.94,1997.94,1997.94,0,0
6,Bruun_Larsen,10,1189,1990.55,1994.51,2001.31,5,2.8
7,Che,10,2014.07,2014.07,2014.07,2014.07,0,0
8,Dabbur,10,704.577,2006.77,2029.26,2033.84,10,2.9
9,Geiger,10,574.349,2000.95,2003.37,2000.95,12,2
10,Grillitsch,10,813.185,2070.57,2053.22,2055.08,11,1.63636
11,Hubner,10,1444.97,1989.31,1984.23,1980.1,3,1
