4777,0.3395822,0.2696705,2051.68,2069.514
7346,0.7815467,0.496793,2046.15,2050.875
3502,0.4967252,0.9135516,2101.86,2138.679
7529,0.499999,0.6996596,2116.28,2122.181
805,0.9468739,0.2564401,2027.78,2030.7
6782,0.06294549,0.2762858,2015,2009.04
1472,0.8781242,0.8077081,2002.61,2011.912
2512,0.1186002,0.8209385,2023.37,2044.935
1063,0.2200884,0.5056132,2040.26,2047.654
7206,0.5114574,0,1909.34,1414.63
9986,0.6653264,0.2630553,2017.82,2054.717
2979,0.5032728,0.4535928,2028.61,2032.071
2116,0.501636,0.7446623,1926.04,1964.691
8098,0.3444931,0.2617516,2052.24,2044.267
5845,0.7111597,0.8990173,1960.93,2015.209
9183,0.9550585,0.272777,1936.54,1921.861
4031,0.2839275,0.9034275,1926.91,1960.833
852,0.499999,0,1981.09,1782.22
5970,0.04330266,0.2551364,1994.4,1938.386
8584,0.2872015,0.5903072,1980.94,1985.444
7434,0.7127966,0.5903072,1935.9,1929.374
6461,0.6686001,0.2595465,2026.73,2012.98
9862,0.310118,0.5872009,2096.387,2093.564
6854,0.8715765,0.2718756,2042.765,2034.132
2517,0.6669634,0.5783806,2088.399,2096.108
7011,0.03511807,0.5872009,2020.807,2070.064
9990,0.9501479,0.5761755,2024.859,2048.839
695,0.501636,0.280696,2073.583,2072.517
978,0.501636,0,2028.946,352.022
6181,0.5049097,0.9069363,2014.288,2052.37
4704,0.2479157,0.8032979,2061.901,2133.67
4697,0.755356,0.7878625,2088.504,2117.78
7436,0.1497014,0.2895162,2006.921,1995.263
3628,0.9796121,0.5329754,1996.77,2031.76
1219,0.8699394,0.2639567,2011.21,2031.35
6384,0.501636,0.8968122,2032.64,2038.89
3767,0.5114574,0.2793922,2053.62,2049.54
6673,0.1349693,0.2639567,2024.41,2036.52
3980,0.2577372,0.7292268,2067.11,2029.89
9019,0.3363086,0.5395906,2006.53,2006.53
7156,0.05803476,0.5440007,2029.77,2038.15
9525,0.6898799,0.5395906,2075.22,2067.09
2595,0.7324395,0.735842,2071.14,2047.68
9505,0.5065466,0,2007.65,287.567
5113,0.499999,0.591611,1997.71,1997.71
7369,0.2151776,0.9311922,1963.65,2009.8
6333,0.05803476,0.2740807,1998.09,1998.09
1896,0.20863,0.6070466,1995.94,1995.94
2678,0.6620526,0.2740807,2006.76,2011.45
8777,0.4983621,0.9069363,2005.96,2017.83
1840,0.3346716,0.2718756,2009.73,2016.13
6977,0.9403264,0.2718756,1981.38,1972.61
1170,0.7864575,0.9179617,2004.79,2048.81
7638,0.4967252,0,1997.09,230.969
792,0.8061002,0.589406,1967.47,1982.4
1006,0.3248501,0.6696898,1986.752,2031.646
7999,0.499999,0,2081.786,270.408
6324,0.8650286,0.2705719,2044.658,2019.406
2332,0.4983621,0.4866689,2038.648,2034.446
3204,0.9550585,0.6741,1996.189,2006.73
7070,0.054761,0.6785101,2033.767,2075.084
3624,0.7340764,0.8990173,2033.064,2077.99
485,0.4983621,0.2815973,2089.006,2096.506
5108,0.2544633,0.8968122,2033.47,2091.2
736,0.1447907,0.274982,2036.485,2016.25
2265,0.6833324,0.6696898,1985.892,2016.416
7686,0.9386895,0.2586452,2015.129,1996.094
5034,0.6718742,0.280696,2022.4,2023.279
9715,0.8961299,0.834169,2017.072,1997.468
9906,0.07767769,0.2895162,2026.638,2008.426
3105,0.3395822,0.558535,2040.511,2039.15
8451,0.5130943,0,2043.413,1649.11
8041,0.105505,0.8187335,1999.632,1995.145
9077,0.5081835,0.9311922,2020.405,1999.395
1286,0.3428562,0.2829009,2029.882,2022.497
5785,0.5049097,0.7349408,2013.435,2009.366
8238,0.6767847,0.558535,2012.347,2010.92
5937,0.6636914,0.2397009,2000.348,1993.061
3370,0.06785822,0.244111,2025.369,2020.744
8703,0.105507,0.7623029,2025.35,2035.928
8241,0.6882449,0.4800537,1991.126,1992.084
803,0.5049117,0,2010.998,1469.97
9118,0.498364,0.8659412,2008.58,2042.136
5247,0.328126,0.4756435,1963.405,1964.866
8180,0.4967272,0.6763051,2014.058,2022.733
5031,0.945239,0.2374958,2009.495,2006.703
7297,0.3313999,0.2463161,1998.071,1991.203
7258,0.945239,0.7733282,1996.321,2024.273
6274,0.1840764,0.6158668,2017.318,2017.158
1232,0.6129454,0.3247974,2017.71,2015.154
8073,0.3788681,0.9289871,1969.551,1971.967
480,0.7749991,0.7702219,1991.911,1993.021
8451,0.4983621,0,2035.865,1649.11
8041,0.07767769,0.9003212,1997.837,1991.751
9077,0.5032728,0.9620631,2019.724,1995.349
7228,0.3985109,0.3049518,2010.174,2016.455
1286,0.2741062,0.3358228,2024.193,2021.398
5785,0.3903264,0.6158668,2012.057,2005.743
8238,0.586755,0.620277,2008.692,2008.623
5937,0.655507,0.305853,2005.097,1993.26
3370,0.07113194,0.2551364,2030.644,2020.777
2112,0.3477689,0.2661617,1982.432,1975.798
8241,0.6735129,0.4646182,1994.988,1992.038
803,0.5032748,0,2018.125,1469.97
1186,0.4885426,0.6057428,1966.813,1964.637
9118,0.6407748,0.8703514,2009.491,2042.149
5247,0.3052093,0.5087196,1966.807,1964.965
659,0.894495,0.2463161,2006.273,2003.199
8180,0.4950903,0.458003,2018.576,2022.078
1743,0.2855665,0.8483006,2000.586,2001.595
4752,0.5016496,0,2068.667,289.216
8362,0.6634145,0.5931596,2080.113,2118.987
1150,0.5033004,0.909658,2025.272,2073.48
3512,0.334933,0.604383,1999.137,1999.763
9080,0.499999,0.2901292,2069.7,2052.95
5663,0.1748189,0.2811506,2004.484,1980.006
8742,0.962184,0.5998935,2021.16,2041.22
3681,0.2524,0.8108925,2024.021,2084.612
6517,0.8185765,0.2833953,2037.369,2032.156
9589,0.03121152,0.604383,1956.496,1963.901
5298,0.7459476,0.8041585,1969.287,1981.829
3739,0.334935,0.2620591,2016.182,2008.573
8375,0.7509013,0.6122276,2011.622,2004.303
5827,0.02296036,0.6054935,1907.308,1934.223
2578,0.06422681,0.2643039,2013.481,2004.944
4179,0.5000011,0.6099828,2038.283,2022.658
6138,0.252402,0.6054935,2024.655,2021.236
3898,0.9605352,0.6122276,1943.166,1948.179
6720,0.665067,0.2598146,2040.029,2034.897
5618,0.504953,0,2013.351,390.988
9383,0.9159673,0.268793,2008.019,1996.939
616,0.4950491,0.8883218,2008.979,2009.269
9906,0.06767769,0.2495162,2016.638,2010.426
9906,0.17767769,0.1895162,2013.638,2001.426
9906,0.09767769,0.3895162,2014.638,2009.426
9906,0.07767769,0.2395162,2017.638,2015.426
9906,0.18767769,0.2895162,2018.638,2012.426
9906,0.12767769,0.3595162,2014.638,2014.426
9954,0.1583124,0.2856399,2029.386,2006.197
7250,0.7409956,0.9343493,2035.99,2028.83
9044,0.03946485,0.7053931,2013.644,2020.702
2366,0.6733183,0.7098824,1958.754,1987.325
7822,0.8416858,0.2923739,1966.649,1923.459
1882,0.5016496,0.4988835,2013.041,2002.445
4467,0.499999,0.2856399,2074.868,2056.149
9107,0.5016496,0,2072.06,287.2
3698,0.3200771,0.7053931,2051.221,2047.655
6359,0.9539308,0.7053931,2042.064,2057.222
810,0.2540506,0.9141473,1957.146,1992.781
