Ronnow,17,1984.82,1984.82,0,0,0
Sane,17,1988.51,1989.35,0,0,0
Skrzybski,17,2002.05,2002.05,0,0,0
Stambouli,17,1995.75,2012.2,0,0,0
Thiaw,17,2001.31,2001.31,0,0,0
William,17,1983.07,1983.07,0,0,0
Antwi-Adjei,18,1941.9,1941.9,0,0,0
Asano,18,1931.25,1944.42,0,0,0
Bella_Kotchap,18,1999.84,1924.93,0,0,0
Blum,18,1947.87,1947.87,0,0,0
Bockhorn,18,1972.6,1932.98,0,0,0
Bonga,18,1923.86,1934.88,0,0,0
Chibsah,18,1920.64,1920.64,0,0,0
Decarli,18,1920.64,1920.64,0,0,0
Drewes,18,1920.38,1557.43,0,0,0
Eisfeld,18,1909.66,1909.66,0,0,0
Ekincier,18,1920.64,1920.64,0,0,0
Esser,18,1904.31,1381.79,0,0,0
Gamboa,18,2001.78,1922.5,0,0,0
Hartwig,18,1920.64,1920.64,0,0,0
Holtmann,18,1949.12,2001.34,0,0,0
Lampropoulos,18,1965.04,1931.76,0,0,0
Leitsch,18,2004.11,1924.84,0,0,0
Locadia,18,2007.17,2032.33,0,0,0
Loewen,18,2017.85,2017.85,0,0,0
Losilla,18,1989.36,1989.36,0,0,0
Masovic,18,1984.59,1935.89,0,0,0
Osterhage,18,2018.08,2018.08,0,0,0
Pantovic,18,1941.47,1951.64,0,0,0
Polter,18,2008.25,2019.13,0,0,0
Rexhbecaj,18,2084.15,2084.15,0,0,0
Riemann,18,2039.24,369.295,0,0,0
Soares,18,2035.5,1930.16,0,0,0
Stafylidis,18,2002.48,1982.54,0,0,0
Tesche,18,1939.38,1939.38,0,0,0
Weilandt,18,1920.64,1920.64,0,0,0
Zoller,18,1938.74,1961.93,0,0,0
Zulj,18,1954.47,1954.47,0,0,0
Abiama,19,1924.58,1940.26,0,0,0
Asta,19,1911.73,1917.94,0,0,0
Barry,19,1912.63,1918.11,0,0,0
Bauer,19,1970.08,1930.72,0,0,0
Berggreen,19,1918.77,1918.77,0,0,0
Burchert,19,1982.68,411.512,0,0,0
Cavar,19,1918.77,1918.77,0,0,0
Christiansen,19,2028.61,2028.61,0,0,0
Dudziak,19,1926.04,1959.01,0,0,0
Ernst,19,1937.89,1950.81,0,0,0
Funk,19,1919.23,1408.65,0,0,0
Green,19,1966.03,1966.03,0,0,0
Griesbeck,19,2052.24,2042.27,0,0,0
Hrgota,19,1960.93,2008.35,0,0,0
Itter,19,1936.54,1919.78,0,0,0
Jung,19,1916.11,1917.26,0,0,0
Kehr,19,1918.77,1918.77,0,0,0
Leweling,19,1926.91,1953.94,0,0,0
Linde,19,1981.09,1782.22,0,0,0
Mavraj,19,1918.77,1918.77,0,0,0
Meyerhofer,19,1994.4,1936.44,0,0,0
